"marker","uniprot_id","BIOGRID_INTERACTION_ID","BIOGRID_ID_A","BIOGRID_ID_B","SYSTEMATIC_NAME_A","SYSTEMATIC_NAME_B","OFFICIAL_SYMBOL_A","OFFICIAL_SYMBOL_B","SYNONYMS_A","SYNONYMS_B","EXPERIMENTAL_SYSTEM","EXPERIMENTAL_SYSTEM_TYPE","PUBMED_AUTHOR","PUBMED_ID","ORGANISM_A","ORGANISM_B","THROUGHPUT","QUANTITATION","MODIFICATION","QUALIFICATIONS","SOURCEDB","marker_A","marker_B","marker_A_A","marker_B_B"
"2B4","Q9BZW8",297033,110246,119709,"RP5-1052M9.3","-","SH2D1A","CD244","DSHP|EBVS|IMD5|LYP|MTCP1|SAP|SAP/SH2D1A|XLP|XLPD|XLPD1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","Affinity Capture-Western","physical","Morra M (2001)",11477068,9606,9606,"Low Throughput","-","-","-","BIOGRID",NA,"2B4",NA,"2B4"
"2B4","Q9BZW8",727565,119709,110246,"-","RP5-1052M9.3","CD244","SH2D1A","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","DSHP|EBVS|IMD5|LYP|MTCP1|SAP|SAP/SH2D1A|XLP|XLPD|XLPD1","Affinity Capture-Western","physical","Chen R (2004)",15169881,9606,9606,"Low Throughput","-","-","-","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",727567,119709,108810,"-","RP1-66H14.1","CD244","FYN","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","SLK|SYN|p59-FYN","Affinity Capture-Western","physical","Chen R (2004)",15169881,9606,9606,"Low Throughput","-","-","-","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188027,119709,116185,"-","PIG4","CD244","IMMT","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","HMP|MINOS2|P87|P87/89|P89|PIG52","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.981234068","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.981234068, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188028,119709,116701,"-","-","CD244","CAND2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","TIP120B|Tp120b","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.956147058","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.956147058, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188029,119709,120433,"-","RP11-385F5.3","CD244","HEATR1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","BAP28|UTP10","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.853275915","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.853275915, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188030,119709,121976,"-","-","CD244","HEATR6","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","ABC1","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.811111765","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.811111765, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188031,119709,116681,"-","-","CD244","PDXDC1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","LP8165","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.999847198","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.999847198, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188032,119709,111315,"-","-","CD244","PI4KA","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","PI4K-ALPHA|PIK4CA|pi4K230","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.841587388","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.841587388, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188033,119709,115816,"-","-","CD244","ARFGEF1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","ARFGEP1|BIG1|P200","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.815266592","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.815266592, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188034,119709,115815,"-","-","CD244","ARFGEF2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","BIG2|PVNH2|dJ1164I10.1","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.958516551","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.958516551, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188035,119709,108757,"-","-","CD244","MTOR","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","FRAP|FRAP1|FRAP2|RAFT1|RAPT1","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.934007768","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.934007768, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188036,119709,118991,"-","-","CD244","POMT2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","LGMD2N|MDDGA2|MDDGB2|MDDGC2","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.999998593","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.999998593, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188037,119709,115834,"-","RP11-334J6.2","CD244","POMT1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","LGMD2K|MDDGA1|MDDGB1|MDDGC1|RT","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.999996316","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.999996316, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188038,119709,111313,"-","-","CD244","PIK3R1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","AGM7|GRB1|IMD36|p85|p85-ALPHA","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.828513162","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.828513162, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188039,119709,120606,"-","-","CD244","UFSP2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","C4orf20","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.839154411","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.839154411, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188040,119709,117509,"-","HSPC087","CD244","LTN1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","C21orf10|C21orf98|RNF160|ZNF294","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.868346706","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.868346706, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188041,119709,121705,"-","hCG_1812857","CD244","RNF213","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","ALO17|C17orf27|KIAA1618|MYMY2|MYSTR|NET57","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.974701493","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.974701493, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188042,119709,115894,"-","-","CD244","MTX2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","-","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.963792056","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.963792056, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188043,119709,131365,"-","-","CD244","MTX3","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","-","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.997020736","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.997020736, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188044,119709,113695,"-","-","CD244","ST7","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","ETS7q|FAM4A|FAM4A1|HELG|RAY1|SEN4|TSG7","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.979539506","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.979539506, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188045,119709,124862,"-","UNQ553/PRO1110","CD244","MYADM","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","SB135","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.998204236","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.998204236, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188046,119709,123997,"-","-","CD244","C9orf89","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","BinCARD|bA370F5.1","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.999995905","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.999995905, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",1188047,119709,114680,"-","-","CD244","BZRAP1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","PBR-IP|PRAX-1|PRAX1|RIM-BP1|RIMBP1","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.998265123","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.998265123, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2221101,119709,123997,"-","-","CD244","C9orf89","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","BinCARD|bA370F5.1","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.999997983","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.999997983, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2223477,119709,118991,"-","-","CD244","POMT2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","LGMD2N|MDDGA2|MDDGB2|MDDGC2","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.999986366","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.999986366, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2225536,119709,115834,"-","RP11-334J6.2","CD244","POMT1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","LGMD2K|MDDGA1|MDDGB1|MDDGC1|RT","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.99994816","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.99994816, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2230186,119709,116681,"-","-","CD244","PDXDC1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","LP8165","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.999527546","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.999527546, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2236708,119709,124862,"-","UNQ553/PRO1110","CD244","MYADM","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","SB135","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.996323529","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.996323529, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2241267,119709,131365,"-","-","CD244","MTX3","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","-","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.989851933","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.989851933, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2246544,119709,108757,"-","-","CD244","MTOR","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","FRAP|FRAP1|FRAP2|RAFT1|RAPT1","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.974646484","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.974646484, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2250148,119709,115894,"-","-","CD244","MTX2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","-","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.958717936","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.958717936, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2251197,119709,121705,"-","hCG_1812857","CD244","RNF213","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","ALO17|C17orf27|KIAA1618|MYMY2|MYSTR|NET57","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.953443877","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.953443877, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2251326,119709,116185,"-","PIG4","CD244","IMMT","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","HMP|MINOS2|P87|P87/89|P89|PIG52","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.952803723","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.952803723, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2253132,119709,116701,"-","-","CD244","CAND2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","TIP120B|Tp120b","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.942432446","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.942432446, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2260967,119709,115815,"-","-","CD244","ARFGEF2","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","BIG2|PVNH2|dJ1164I10.1","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.881345847","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.881345847, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2267489,119709,114680,"-","-","CD244","BZRAP1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","PBR-IP|PRAX-1|PRAX1|RIM-BP1|RIMBP1","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.813015569","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.813015569, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
"2B4","Q9BZW8",2268233,119709,117509,"-","HSPC087","CD244","LTN1","2B4|NAIL|NKR2B4|Nmrk|SLAMF4","C21orf10|C21orf98|RNF160|ZNF294","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.805119563","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.805119563, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","2B4",NA,"2B4",NA
