"marker","uniprot_id","BIOGRID_INTERACTION_ID","BIOGRID_ID_A","BIOGRID_ID_B","SYSTEMATIC_NAME_A","SYSTEMATIC_NAME_B","OFFICIAL_SYMBOL_A","OFFICIAL_SYMBOL_B","SYNONYMS_A","SYNONYMS_B","EXPERIMENTAL_SYSTEM","EXPERIMENTAL_SYSTEM_TYPE","PUBMED_AUTHOR","PUBMED_ID","ORGANISM_A","ORGANISM_B","THROUGHPUT","QUANTITATION","MODIFICATION","QUALIFICATIONS","SOURCEDB","marker_A","marker_B","marker_A_A","marker_B_B"
"CD33","P20138",1175187,107383,125228,"-","-","CD33","SAAL1","SIGLEC-3|SIGLEC3|p67","SPACIA1","Affinity Capture-MS","physical","Huttlin EL (2015)",26186194,9606,9606,"High Throughput","0.965036522","-","BioPlex 1.0 HEK 293T cells CompPASS score = 0.965036522, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2250630,107383,107259,"-","-","CD33","CALM3","SIGLEC-3|SIGLEC3|p67","HEL-S-72|PHKD|PHKD3","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.956380518","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.956380518, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2253564,107383,111782,"-","OK/SW-cl.22","CD33","PEX19","SIGLEC-3|SIGLEC3|p67","D1S2223E|HK33|PBD12A|PMP1|PMPI|PXF|PXMP1","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.939725959","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.939725959, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2257215,107383,128379,"-","-","CD33","SLC39A11","SIGLEC-3|SIGLEC3|p67","C17orf26|ZIP11","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.913567752","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.913567752, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2263207,107383,116984,"-","RP11-573G6.3","CD33","COMMD3","SIGLEC-3|SIGLEC3|p67","BUP|C10orf8","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.859400132","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.859400132, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2693482,122062,107383,"UNQ771/PRO1565","-","TNMD","CD33","BRICD4|CHM1L|TEM","SIGLEC-3|SIGLEC3|p67","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID",NA,"CD33",NA,"CD33"
"CD33","P20138",2693921,128774,107383,"-","-","THSD7A","CD33","-","SIGLEC-3|SIGLEC3|p67","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID",NA,"CD33",NA,"CD33"
"CD33","P20138",2703591,110079,107383,"-","-","KRT31","CD33","HA1|Ha-1|KRTHA1|hHa1","SIGLEC-3|SIGLEC3|p67","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID",NA,"CD33",NA,"CD33"
"CD33","P20138",2704247,112225,107383,"PRO1933","-","SCD","CD33","FADS5|MSTP008|SCD1|SCDOS","SIGLEC-3|SIGLEC3|p67","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID",NA,"CD33",NA,"CD33"
"CD33","P20138",2707290,108325,107383,"XX-FW88778H2.1","-","EMD","CD33","EDMD|LEMD5|STA","SIGLEC-3|SIGLEC3|p67","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID",NA,"CD33",NA,"CD33"
"CD33","P20138",2707701,123309,107383,"RP11-140H17.1","-","CYB5B","CD33","CYB5-M|CYPB5M|OMB5","SIGLEC-3|SIGLEC3|p67","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID",NA,"CD33",NA,"CD33"
"CD33","P20138",2709760,107383,122794,"-","-","CD33","C3orf52","SIGLEC-3|SIGLEC3|p67","TTMP","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709761,107383,118958,"-","RP4-796F18.1","CD33","UBIAD1","SIGLEC-3|SIGLEC3|p67","SCCD|TERE1","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709762,107383,122579,"-","-","CD33","TMEM243","SIGLEC-3|SIGLEC3|p67","C7orf23|MM-TRAG","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709763,107383,122070,"-","PP1201","CD33","TMBIM1","SIGLEC-3|SIGLEC3|p67","LFG3|MST100|MSTP100|RECS1","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709764,107383,110429,"-","-","CD33","CXCL9","SIGLEC-3|SIGLEC3|p67","CMK|Humig|MIG|SCYB9|crg-10","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709765,107383,118125,"-","-","CD33","BMP10","SIGLEC-3|SIGLEC3|p67","-","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709766,107383,120561,"-","-","CD33","TMEM100","SIGLEC-3|SIGLEC3|p67","-","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709767,107383,121145,"-","-","CD33","RPRM","SIGLEC-3|SIGLEC3|p67","REPRIMO","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709768,107383,120621,"-","-","CD33","GIMAP5","SIGLEC-3|SIGLEC3|p67","HIMAP3|IAN-5|IAN4|IAN4L1|IAN5|IMAP3|IROD","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2709769,107383,110084,"-","-","CD33","KRT35","SIGLEC-3|SIGLEC3|p67","HA5|Ha-5|KRTHA5|hHa5","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",2751463,4383848,107383,"GU280_gp02","-","S","CD33","spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646","SIGLEC-3|SIGLEC3|p67","Reconstituted Complex","physical","Chiodo F (2020)",888800000037,2697049,9606,"Low Throughput","-","-","-","BIOGRID",NA,"CD33",NA,"CD33"
"CD33","P20138",3037975,107383,111782,"-","OK/SW-cl.22","CD33","PEX19","SIGLEC-3|SIGLEC3|p67","D1S2223E|HK33|PBD12A|PMP1|PMPI|PXF|PXMP1","Affinity Capture-MS","physical","Huttlin EL (2021)",33961781,9606,9606,"High Throughput","0.990135649","-","BioPlex 3.0 HEK 293T cells CompPASS score = 0.990135649, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",3049219,107383,107259,"-","-","CD33","CALM3","SIGLEC-3|SIGLEC3|p67","HEL-S-72|PHKD|PHKD3","Affinity Capture-MS","physical","Huttlin EL (2021)",33961781,9606,9606,"High Throughput","0.942766367","-","BioPlex 3.0 HEK 293T cells CompPASS score = 0.942766367, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",3056936,107383,116984,"-","RP11-573G6.3","CD33","COMMD3","SIGLEC-3|SIGLEC3|p67","BUP|C10orf8","Affinity Capture-MS","physical","Huttlin EL (2021)",33961781,9606,9606,"High Throughput","0.864324857","-","BioPlex 3.0 HEK 293T cells CompPASS score = 0.864324857, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",3143366,107383,128379,"-","-","CD33","SLC39A11","SIGLEC-3|SIGLEC3|p67","C17orf26|ZIP11","Affinity Capture-MS","physical","Huttlin EL (2021)",33961781,9606,9606,"High Throughput","0.940758149","-","BioPlex 3.0 HEK 293T cells CompPASS score = 0.940758149, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","BIOGRID","CD33",NA,"CD33",NA
"CD33","P20138",3193483,112988,107383,"-","-","TNNC1","CD33","CMD1Z|CMH13|TN-C|TNC|TNNC","SIGLEC-3|SIGLEC3|p67","Affinity Capture-MS","physical","Huttlin EL (2021)",33961781,9606,9606,"High Throughput","0.876734914","-","BioPlex HCT HCT116 cells CompPASS score = 0.876734914, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","BIOGRID",NA,"CD33",NA,"CD33"
"CD34","P28906",286598,107385,107789,"RP11-328D5.2","-","CD34","CRKL","-","-","Reconstituted Complex","physical","Felschow DM (2001)",11389015,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD34",NA,"CD34",NA
"CD34","P28906",286599,107385,107789,"RP11-328D5.2","-","CD34","CRKL","-","-","Affinity Capture-Western","physical","Felschow DM (2001)",11389015,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD34",NA,"CD34",NA
"CD34","P28906",2711768,115802,107385,"UNQ515/PRO1030","RP11-328D5.2","AGR2","CD34","AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2","-","Two-hybrid","physical","Luck K (2020)",32296183,9606,9606,"High Throughput","-","-","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.","BIOGRID",NA,"CD34",NA,"CD34"
"CD36","P16671",276455,107386,109523,"-","-","CD36","HSD11B1","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","11-DH|11-beta-HSD1|CORTRD2|HDL|HSD11|HSD11B|HSD11L|SDR26C1","Reconstituted Complex","physical","Calvo D (1998)",9555943,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",276456,107386,110141,"-","-","CD36","LDLR","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","FH|FHC|LDLCQ2","Reconstituted Complex","physical","Calvo D (1998)",9555943,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",276457,107386,113277,"-","RP11-320E16.1","CD36","VLDLR","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","CARMQ1|CHRMQ1|VLDLRCH","Reconstituted Complex","physical","Calvo D (1998)",9555943,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",278934,107386,108810,"-","RP1-66H14.1","CD36","FYN","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","SLK|SYN|p59-FYN","Affinity Capture-Western","physical","Huang MM (1991)",1715582,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",278935,107386,110245,"-","-","CD36","LYN","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","JTK8|p53Lyn|p56Lyn","Affinity Capture-Western","physical","Huang MM (1991)",1715582,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",278936,107386,113357,"-","-","CD36","YES1","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","HsT441|P61-YES|Yes|c-yes","Affinity Capture-Western","physical","Huang MM (1991)",1715582,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",283042,107386,110315,"-","-","CD36","MATK","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","CHK|CTK|HHYLTK|HYL|HYLTK|Lsk","Affinity Capture-Western","physical","Hirao A (1997)",9171348,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",315205,107386,109881,"-","-","CD36","ITGA2B","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93","Affinity Capture-Western","physical","Miao WM (2001)",11238109,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36","CD41","CD36","CD41"
"CD36","P16671",315206,107386,109896,"-","-","CD36","ITGB3","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT","Affinity Capture-Western","physical","Miao WM (2001)",11238109,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",315207,107386,109864,"-","-","CD36","ITGA6","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","CD49f|ITGA6B|VLA-6","Affinity Capture-Western","physical","Miao WM (2001)",11238109,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",315208,107386,107366,"-","GIG2","CD36","CD9","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29","Affinity Capture-Western","physical","Miao WM (2001)",11238109,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36","CD9","CD36","CD9"
"CD36","P16671",315209,107386,109894,"-","RP11-479G22.2","CD36","ITGB1","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB","Affinity Capture-Western","physical","Miao WM (2001)",11238109,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36","CD29","CD36","CD29"
"CD36","P16671",315304,108810,107386,"RP1-66H14.1","-","FYN","CD36","SLK|SYN|p59-FYN","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","Affinity Capture-Western","physical","Bull HA (1994)",7521304,9606,9606,"Low Throughput","-","-","-","BIOGRID",NA,"CD36",NA,"CD36"
"CD36","P16671",690470,120937,107386,"-","-","CAND1","CD36","TIP120|TIP120A","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","Affinity Capture-MS","physical","Bennett EJ (2010)",21145461,9606,9606,"High Throughput","-","-","All data was filtered to a 1% false discovery rate (peptide level) prior to analysis using CompPASS to identify high confidence candidate interacting proteins|TAP-tagged CAND1|exogenous expression of bait","BIOGRID",NA,"CD36",NA,"CD36"
"CD36","P16671",738700,107386,106848,"-","-","CD36","APP","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2","Reconstituted Complex","physical","Olah J (2011)",21832049,9606,9606,"High Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",892714,107386,114198,"-","UNQ217/PRO243","CD36","CHRD","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","-","Two-hybrid","physical","Wang J (2011)",21988832,9606,9606,"High Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2229846,107386,120098,"-","-","CD36","CROT","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","COT","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.999585362","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.999585362, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2232146,107386,122794,"-","-","CD36","C3orf52","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","TTMP","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.999049623","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.999049623, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2254141,107386,122562,"-","XXbac-BCX105G6.4","CD36","MBOAT7","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","BB1|LENG4|LPIAT|LRC4|MBOA7|OACT7|hMBOA-7","Affinity Capture-MS","physical","Huttlin EL (2017)",28514442,9606,9606,"High Throughput","0.935964478","-","BioPlex 2.0 HEK 293T cells CompPASS score = 0.935964478, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2534297,109874,107386,"-","-","IRS1","CD36","HIRS-1","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","Affinity Capture-Western","physical","Sun S (2018)",29269414,9606,9606,"Low Throughput","-","-","-","BIOGRID",NA,"CD36",NA,"CD36"
"CD36","P16671",2534299,107386,109874,"-","-","CD36","IRS1","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","HIRS-1","Affinity Capture-Western","physical","Sun S (2018)",29269414,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2534300,107386,108810,"-","RP1-66H14.1","CD36","FYN","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","SLK|SYN|p59-FYN","Affinity Capture-Western","physical","Sun S (2018)",29269414,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2600285,107386,106835,"-","-","CD36","APOB","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","FLDB|LDLCQ4","Reconstituted Complex","physical","Jay AG (2015)",25555908,9606,9606,"Low Throughput","-","-","hit is a component of oxidized low density lipoprotein","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2752938,107386,108530,"-","RP6-198C21.1","CD36","GPC4","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","K-glypican","Co-localization","physical","Fang Y (2019)",31484922,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2752939,107386,108530,"-","RP6-198C21.1","CD36","GPC4","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","K-glypican","Affinity Capture-Western","physical","Fang Y (2019)",31484922,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
"CD36","P16671",2752940,108530,107386,"RP6-198C21.1","-","GPC4","CD36","K-glypican","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","Affinity Capture-Western","physical","Fang Y (2019)",31484922,9606,9606,"Low Throughput","-","-","-","BIOGRID",NA,"CD36",NA,"CD36"
"CD36","P16671",2976966,107386,114554,"-","-","CD36","USP10","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3","UBPO","Affinity Capture-Western","physical","Xia X (2020)",33197885,9606,9606,"Low Throughput","-","-","-","BIOGRID","CD36",NA,"CD36",NA
